City_ID,City,Cloudiness,Country,Current Description,Humidity,Lat,Lng,Max Temp,Rain (inches),Snow (inches),Wind Speed
0,korla,5,CN,clear sky,18,41.7597,86.1469,85.05,0.0,0,13.69
1,jamestown,75,US,broken clouds,67,42.097,-79.2353,77.29,0.0,0,5.99
2,airai,52,TL,broken clouds,62,-8.9266,125.4092,61.07,0.0,0,3.69
3,fort nelson,43,CA,scattered clouds,43,58.8053,-122.7002,71.62,0.0,0,2.66
4,victoria,98,HK,overcast clouds,90,22.2855,114.1577,88.97,0.0,0,1.01
5,fayaoue,0,NC,clear sky,60,-20.65,166.5333,71.29,0.0,0,18.61
6,sechura,10,PE,clear sky,70,-5.5569,-80.8222,72.03,0.0,0,18.25
7,puerto ayora,10,EC,clear sky,74,-0.7393,-90.3518,73.08,0.0,0,11.54
8,barrow,90,US,mist,84,71.2906,-156.7887,44.62,0.0,0,17.27
9,panlaitan,100,PH,moderate rain,83,12.1191,119.8486,83.19,1.22,0,19.33
10,castro,100,BR,overcast clouds,93,-24.7911,-50.0119,48.38,0.0,0,6.78
11,cape town,86,ZA,overcast clouds,81,-33.9258,18.4232,54.09,0.0,0,1.99
12,port augusta,11,AU,few clouds,74,-32.5,137.7667,57.7,0.0,0,8.03
13,punta arenas,75,CL,broken clouds,81,-53.15,-70.9167,44.71,0.0,0,19.57
14,albany,61,US,broken clouds,88,42.6001,-73.9662,70.99,0.0,0,7.0
15,vaini,75,TO,broken clouds,94,-21.2,-175.2,68.16,0.0,0,5.75
16,new norfolk,93,AU,overcast clouds,78,-42.7826,147.0587,53.92,0.0,0,7.92
17,kokstad,0,ZA,clear sky,24,-30.5472,29.4241,43.09,0.0,0,5.08
18,avarua,91,CK,overcast clouds,61,-21.2078,-159.775,77.05,0.0,0,6.91
19,san isidro,90,PE,mist,88,-12.1167,-77.05,69.01,0.0,0,10.36
20,acari,32,PE,scattered clouds,75,-15.4311,-74.6158,64.74,0.0,0,5.41
21,busselton,100,AU,overcast clouds,75,-33.65,115.3333,46.04,0.0,0,12.77
22,faanui,25,PF,light rain,74,-16.4833,-151.75,78.15,0.1,0,7.72
23,komsomolskiy,2,UZ,clear sky,39,40.4272,71.7189,81.32,0.0,0,2.3
24,kapaa,90,US,overcast clouds,74,22.0752,-159.319,84.52,0.0,0,3.0
25,north bend,1,US,clear sky,73,43.4065,-124.2243,74.91,0.0,0,20.71
26,catarama,88,EC,overcast clouds,60,-1.5833,-79.4667,84.24,0.0,0,3.56
27,vestmanna,90,FO,overcast clouds,100,62.1564,-7.1664,50.92,0.0,0,5.75
28,yellowknife,86,CA,overcast clouds,47,62.456,-114.3525,60.33,0.0,0,4.0
29,hobart,75,AU,broken clouds,81,-42.8794,147.3294,54.27,0.0,0,4.0
30,sitka,75,US,light rain,82,57.0531,-135.33,58.89,0.25,0,0.0
31,rikitea,100,PF,overcast clouds,77,-23.1203,-134.9692,74.62,0.0,0,13.33
32,san rafael,14,AR,few clouds,30,-34.6177,-68.3301,43.86,0.0,0,5.08
33,bubaque,97,GW,light rain,82,11.2833,-15.8333,79.88,0.71,0,8.41
34,rudbar,97,AF,overcast clouds,13,30.15,62.6,88.12,0.0,0,19.64
35,padang,50,ID,scattered clouds,88,-0.9492,100.3543,75.25,0.0,0,3.76
36,tautira,87,PF,light rain,73,-17.7333,-149.15,82.0,0.27,0,10.94
37,lebu,0,CL,clear sky,78,-37.6167,-73.65,47.75,0.0,0,23.06
38,mikun,100,RU,overcast clouds,86,62.3547,50.0771,45.97,0.0,0,7.38
39,moctezuma,45,MX,scattered clouds,27,29.8,-109.6667,97.56,0.0,0,4.47
40,nikolskoye,92,RU,overcast clouds,64,59.7035,30.7861,66.4,0.0,0,4.94
41,hermanus,88,ZA,overcast clouds,75,-34.4187,19.2345,55.8,0.0,0,15.7
42,allen,75,US,broken clouds,63,41.0706,-85.0144,85.78,0.0,0,6.91
43,arraial do cabo,0,BR,clear sky,76,-22.9661,-42.0278,72.32,0.0,0,24.83
44,touros,1,BR,clear sky,83,-5.1989,-35.4608,76.1,0.0,0,13.02
45,port alfred,12,ZA,few clouds,73,-33.5906,26.891,63.45,0.0,0,14.18
46,bredasdorp,100,ZA,overcast clouds,73,-34.5322,20.0403,55.27,0.0,0,13.82
47,adre,100,TD,overcast clouds,87,13.4667,22.2,71.37,0.0,0,2.51
48,lompoc,20,US,few clouds,75,34.6391,-120.4579,90.79,0.0,0,14.97
49,butaritari,98,KI,light rain,70,3.0707,172.7902,81.61,0.13,0,1.88
50,athens,0,GR,clear sky,29,37.9795,23.7162,87.19,0.0,0,5.99
51,sistranda,72,NO,broken clouds,82,63.7256,8.834,71.56,0.0,0,15.23
52,tasiilaq,31,GL,scattered clouds,79,65.6145,-37.6368,41.16,0.0,0,7.81
53,ushuaia,90,AR,light rain,93,-54.8,-68.3,37.06,0.61,0,5.75
54,rio brilhante,100,BR,overcast clouds,60,-21.8019,-54.5464,54.88,0.0,0,12.48
55,nanortalik,55,GL,broken clouds,76,60.1432,-45.2371,46.42,0.0,0,3.85
56,coahuayana,64,MX,broken clouds,72,18.7333,-103.6833,87.28,0.0,0,6.08
57,saldanha,100,ZA,overcast clouds,76,-33.0117,17.9442,56.03,0.0,0,8.08
58,kontagora,99,NG,overcast clouds,99,10.3999,5.4695,68.7,0.0,0,3.24
59,margate,22,GB,few clouds,86,51.3813,1.3862,63.3,0.0,0,3.0
60,gusev,33,RU,scattered clouds,95,54.5922,22.1997,63.66,0.0,0,5.97
61,kendari,54,ID,broken clouds,90,-3.945,122.4989,74.84,0.0,0,2.48
62,bardiyah,0,LY,clear sky,67,31.7561,25.0865,78.17,0.0,0,6.06
63,bluff,19,NZ,few clouds,70,-46.6,168.3333,51.8,0.0,0,14.85
64,araguacu,6,BR,clear sky,27,-12.9306,-49.8264,78.76,0.0,0,0.98
65,riyadh,59,SA,broken clouds,12,24.6877,46.7219,104.14,0.0,0,11.97
66,torbay,100,CA,moderate rain,96,47.6666,-52.7314,66.76,1.27,0,14.88
67,zhezkazgan,1,KZ,clear sky,36,47.8043,67.7144,64.2,0.0,0,10.47
68,atuona,15,PF,few clouds,66,-9.8,-139.0333,78.19,0.0,0,18.95
69,koslan,100,RU,overcast clouds,88,63.4564,48.8989,45.36,0.0,0,7.56
70,saint-philippe,53,RE,light rain,87,-21.3585,55.7679,67.59,0.18,0,13.33
71,port hedland,6,AU,clear sky,100,-20.3167,118.5667,62.65,0.0,0,3.44
72,dikson,100,RU,overcast clouds,100,73.5069,80.5464,39.22,0.0,0,17.87
73,ribeira grande,73,PT,broken clouds,83,38.5167,-28.7,72.32,0.0,0,10.94
74,kloulklubed,88,PW,moderate rain,73,7.0419,134.2556,82.9,2.05,0,9.57
75,dunedin,11,NZ,few clouds,58,-45.8742,170.5036,53.8,0.0,0,8.99
76,manaus,0,BR,clear sky,83,-3.1019,-60.025,82.9,0.0,0,2.3
77,vila franca do campo,13,PT,few clouds,87,37.7167,-25.4333,68.41,0.0,0,8.61
78,chokurdakh,100,RU,overcast clouds,70,70.6333,147.9167,40.51,0.0,0,11.23
79,mataura,47,NZ,scattered clouds,82,-46.1927,168.8643,51.48,0.0,0,0.69
80,christchurch,3,NZ,clear sky,70,-43.5333,172.6333,55.47,0.0,0,4.0
81,mar del plata,75,AR,broken clouds,67,-38.0023,-57.5575,47.08,0.0,0,15.01
82,aswan,99,EG,overcast clouds,24,24.0934,32.907,89.49,0.0,0,14.92
83,aksarka,100,RU,light rain,93,66.5606,67.7975,46.92,0.72,0,11.34
84,ilulissat,100,GL,overcast clouds,62,69.2167,-51.1,55.42,0.0,0,5.75
85,praia da vitoria,27,PT,scattered clouds,85,38.7333,-27.0667,72.75,0.0,0,7.72
86,valdosta,1,US,clear sky,82,30.8327,-83.2785,86.2,0.0,0,3.44
87,constitucion,0,CL,clear sky,73,-35.3333,-72.4167,48.02,0.0,0,7.16
88,alta floresta,40,BR,scattered clouds,34,-9.8756,-56.0861,80.35,0.0,0,2.35
89,bengkulu,40,ID,scattered clouds,74,-3.8004,102.2655,72.81,0.0,0,5.32
90,east london,0,ZA,clear sky,25,-33.0153,27.9116,73.06,0.0,0,11.81
91,karratha,6,AU,clear sky,71,-20.7377,116.8463,68.07,0.0,0,5.68
92,carbonia,3,IT,clear sky,64,39.1672,8.5222,79.0,0.0,0,6.78
93,pevek,100,RU,overcast clouds,94,69.7008,170.3133,34.47,0.0,0,9.55
94,klaksvik,94,FO,overcast clouds,96,62.2266,-6.589,52.72,0.0,0,9.33
95,pilar,20,BR,few clouds,93,-9.5972,-35.9567,75.13,0.0,0,3.11
96,katima mulilo,0,NA,clear sky,60,-17.5,24.2667,49.35,0.0,0,4.72
97,bethel,20,US,few clouds,67,41.3712,-73.414,84.29,0.0,0,5.75
98,abha,20,SA,few clouds,88,18.2164,42.5053,64.65,0.0,0,6.91
99,kattivakkam,100,IN,overcast clouds,60,13.2167,80.3167,84.29,0.0,0,15.68
100,baykit,100,RU,overcast clouds,86,61.67,96.37,66.81,0.0,0,2.91
101,hithadhoo,97,MV,light rain,78,-0.6,73.0833,80.92,0.53,0,7.78
102,kruisfontein,6,ZA,clear sky,87,-34.0033,24.7314,53.89,0.0,0,13.2
103,ahuimanu,40,US,scattered clouds,61,21.4447,-157.8378,89.31,0.0,0,16.11
104,taoudenni,56,ML,broken clouds,8,22.6783,-3.9836,103.21,0.0,0,10.13
105,pakxan,99,LA,overcast clouds,97,18.3778,103.6601,74.48,0.0,0,1.05
106,totma,14,RU,few clouds,79,59.9747,42.7642,48.87,0.0,0,4.03
107,axim,99,GH,overcast clouds,82,4.8699,-2.2405,75.83,0.0,0,8.3
108,carnarvon,100,AU,overcast clouds,54,-24.8667,113.6333,66.56,0.0,0,8.48
109,ust-omchug,100,RU,overcast clouds,77,61.15,149.6333,47.23,0.0,0,7.11
110,dukat,100,RU,overcast clouds,69,62.55,155.55,43.0,0.0,0,7.9
111,lucapa,35,AO,scattered clouds,31,-8.4192,20.7447,61.36,0.0,0,2.66
112,magan,0,ES,clear sky,31,39.9683,-3.931,85.42,0.0,0,6.06
113,khatanga,82,RU,broken clouds,55,71.9667,102.5,77.56,0.0,0,16.35
114,channel-port aux basques,87,CA,overcast clouds,99,47.5702,-59.1367,62.55,0.0,0,9.1
115,srednekolymsk,100,RU,overcast clouds,95,67.45,153.6833,38.12,0.0,0,10.36
116,jacareacanga,10,BR,clear sky,38,-6.2222,-57.7528,82.69,0.0,0,1.48
117,sao joao da barra,2,BR,clear sky,86,-21.6403,-41.0511,72.46,0.0,0,20.94
118,thompson,100,CA,overcast clouds,56,55.7435,-97.8558,68.68,0.0,0,7.85
119,george town,20,MY,few clouds,87,5.4112,100.3354,82.89,0.0,0,0.0
120,severo-kurilsk,100,RU,overcast clouds,95,50.6789,156.125,57.27,0.0,0,5.97
121,finschhafen,20,PG,few clouds,74,-6.6024,147.8681,82.33,0.0,0,7.36
122,pahrump,4,US,clear sky,23,36.2083,-115.9839,99.68,0.0,0,4.0
123,tiksi,47,RU,scattered clouds,85,71.6872,128.8694,39.85,0.0,0,10.42
124,ruteng,27,ID,scattered clouds,68,-8.6136,120.4721,60.08,0.0,0,1.45
125,grand gaube,74,MU,moderate rain,89,-20.0064,57.6608,69.39,1.6,0,7.0
126,deputatskiy,94,RU,overcast clouds,81,69.3,139.9,39.31,0.0,0,4.34
127,haines junction,87,CA,overcast clouds,54,60.7522,-137.5108,63.07,0.0,0,7.72
128,ushibuka,0,JP,clear sky,77,32.1906,130.0228,79.56,0.0,0,1.23
129,usinsk,100,RU,overcast clouds,91,65.9939,57.5281,43.68,0.0,0,19.84
130,yarmouth,1,US,clear sky,65,41.7057,-70.2286,82.45,0.0,0,7.0
131,cabo san lucas,1,MX,clear sky,58,22.8909,-109.9124,96.8,0.0,0,13.8
132,saint-augustin,99,CA,overcast clouds,96,51.226,-58.6502,60.91,0.0,0,7.56
133,sorsk,100,RU,light rain,94,54.0033,90.2467,54.03,0.37,0,4.85
134,nha trang,100,VN,overcast clouds,76,12.25,109.1833,84.2,0.0,0,6.58
135,namibe,57,AO,broken clouds,82,-15.1961,12.1522,65.52,0.0,0,1.03
136,bacolod,93,PH,overcast clouds,85,10.6667,122.95,80.83,0.0,0,14.34
137,kodiak,20,US,few clouds,63,57.79,-152.4072,60.31,0.0,0,5.75
138,upata,100,VE,overcast clouds,95,8.0086,-62.3989,73.18,0.0,0,4.05
139,port-cartier,97,CA,overcast clouds,70,50.0334,-66.8654,61.16,0.0,0,11.34
140,narwar,100,IN,overcast clouds,89,25.65,77.9,76.12,0.0,0,12.86
141,zhuji,100,CN,overcast clouds,95,29.7188,120.2423,78.71,0.0,0,3.44
142,hamilton,1,US,clear sky,54,39.1834,-84.5333,89.42,0.0,0,1.01
143,markova,56,UA,broken clouds,77,48.6758,24.4138,66.09,0.0,0,3.91
144,bandarbeyla,13,SO,few clouds,64,9.4942,50.8122,80.33,0.0,0,26.46
145,esperance,27,AU,scattered clouds,79,-33.8667,121.9,48.4,0.0,0,14.56
146,luderitz,0,NA,clear sky,74,-26.6481,15.1594,55.8,0.0,0,9.8
147,saskylakh,18,RU,few clouds,60,71.9167,114.0833,58.33,0.0,0,18.14
148,barcelos,0,PT,clear sky,89,41.5388,-8.6151,65.84,0.0,0,4.81
149,hambantota,99,LK,overcast clouds,80,6.1241,81.1185,80.02,0.0,0,17.02
150,port hawkesbury,92,CA,overcast clouds,91,45.6169,-61.3485,70.79,0.0,0,1.99
151,tori,100,EE,overcast clouds,98,58.4825,24.8152,64.81,0.0,0,7.43
152,lahaina,32,US,scattered clouds,85,20.8783,-156.6825,87.8,0.0,0,9.98
153,lahad datu,86,MY,overcast clouds,83,5.0268,118.327,79.3,0.0,0,3.67
154,kapit,73,MY,broken clouds,99,2.0167,112.9333,73.4,0.0,0,1.25
155,broken hill,68,AU,broken clouds,80,-31.95,141.4333,57.09,0.0,0,17.94
156,yagodnoye,100,RU,overcast clouds,59,62.55,149.6667,48.79,0.0,0,9.22
157,beringovskiy,100,RU,light rain,95,63.05,179.3167,49.26,0.45,0,5.61
158,kaitangata,83,NZ,broken clouds,66,-46.2817,169.8464,51.93,0.0,0,4.03
159,tomatlan,52,MX,broken clouds,63,19.9333,-105.25,88.36,0.0,0,6.42
160,mayo,1,US,clear sky,63,38.8876,-76.5119,93.61,0.0,0,1.01
161,qaanaaq,100,GL,overcast clouds,99,77.484,-69.3632,41.77,0.0,0,5.95
162,provideniya,90,RU,moderate rain,87,64.3833,-173.3,50.11,2.84,0,15.66
163,maues,15,BR,few clouds,49,-3.3836,-57.7186,81.07,0.0,0,1.92
164,bamiantong,47,CN,scattered clouds,62,44.9333,130.5333,83.25,0.0,0,3.31
165,bage,15,BR,few clouds,61,-31.3314,-54.1069,39.81,0.0,0,11.32
166,chuy,12,UY,few clouds,68,-33.6971,-53.4616,42.93,0.0,0,15.95
167,bunia,58,CD,broken clouds,79,1.5667,30.25,65.77,0.0,0,0.43
168,rindal,98,NO,overcast clouds,78,63.0565,9.2124,64.33,0.0,0,7.52
169,akyab,100,MM,light rain,88,20.15,92.9,80.8,0.65,0,13.85
170,pacific grove,1,US,clear sky,78,36.6177,-121.9166,92.61,0.0,0,5.99
171,port lincoln,6,AU,clear sky,66,-34.7333,135.8667,53.2,0.0,0,26.06
172,ban nahin,100,LA,overcast clouds,98,18.2418,104.2122,75.69,0.0,0,2.44
173,walvis bay,0,NA,clear sky,52,-22.9575,14.5053,57.09,0.0,0,10.33
174,pisco,0,PE,clear sky,77,-13.7,-76.2167,64.45,0.0,0,19.57
175,kanniyakumari,100,IN,overcast clouds,82,8.0833,77.5667,79.07,0.0,0,18.43
176,dingle,100,PH,light rain,84,10.9995,122.6711,80.46,0.8,0,10.4
177,igrim,19,RU,few clouds,81,63.1906,64.4162,41.4,0.0,0,5.37
178,binga,0,ZW,clear sky,63,-17.6203,27.3414,55.31,0.0,0,2.68
179,abapo,100,BO,overcast clouds,26,-18.8333,-63.4667,56.8,0.0,0,6.29
180,leningradskiy,100,RU,light rain,98,69.3833,178.4167,34.16,0.69,0,7.96
181,batemans bay,77,AU,broken clouds,44,-35.7167,150.1833,64.09,0.0,0,10.2
182,cidreira,41,BR,scattered clouds,48,-30.1811,-50.2056,49.89,0.0,0,19.64
183,vardo,86,NO,overcast clouds,88,70.3705,31.1107,44.8,0.0,0,12.91
184,samarai,83,PG,light rain,86,-10.6167,150.6667,78.87,1.0,0,12.95
185,port hardy,50,CA,scattered clouds,70,50.6996,-127.4199,62.4,0.0,0,10.18
186,tilichiki,71,RU,broken clouds,63,60.4667,166.1,58.59,0.0,0,15.52
187,hilo,90,US,moderate rain,83,19.7297,-155.09,80.33,1.27,0,10.36
188,san patricio,88,US,overcast clouds,46,28.017,-97.5169,95.09,0.0,0,12.73
189,porto novo,100,BJ,overcast clouds,79,6.4965,2.6036,76.3,0.0,0,8.28
190,talnakh,90,RU,overcast clouds,88,69.4865,88.3972,65.59,0.0,0,6.98
191,tuktoyaktuk,100,CA,light rain,83,69.4541,-133.0374,46.72,0.29,0,10.33
192,llanelli,77,GB,broken clouds,77,51.682,-4.1619,61.92,0.0,0,7.18
193,abong mbang,96,CM,light rain,96,3.9833,13.1833,67.53,0.77,0,4.7
194,livingston,90,GB,overcast clouds,88,55.9029,-3.5226,62.13,0.0,0,4.61
195,phangnga,78,TH,broken clouds,95,8.4509,98.5298,86.92,0.0,0,4.63
196,port hueneme,20,US,few clouds,69,34.1478,-119.1951,101.62,0.0,0,13.8
197,ampanihy,0,MG,clear sky,80,-24.7,44.75,60.55,0.0,0,13.76
198,dubna,86,RU,overcast clouds,66,56.7333,37.1667,61.74,0.0,0,3.38
199,hasaki,76,JP,broken clouds,83,35.7333,140.8333,81.28,0.0,0,16.53
200,meulaboh,37,ID,scattered clouds,90,4.1363,96.1285,76.24,0.0,0,3.62
201,ambon,40,ID,scattered clouds,100,-3.6954,128.1814,77.14,0.0,0,8.05
202,uspenka,63,UA,broken clouds,65,48.3903,39.1619,68.45,0.0,0,5.57
203,huarmey,24,PE,few clouds,81,-10.0681,-78.1522,66.6,0.0,0,9.64
204,concordia,3,AR,clear sky,51,-31.393,-58.0209,43.41,0.0,0,6.08
205,norman wells,97,CA,overcast clouds,47,65.282,-126.8329,69.35,0.0,0,9.66
206,alofi,75,NU,broken clouds,69,-19.0595,-169.9187,80.49,0.0,0,5.75
207,fukuchiyama,60,JP,broken clouds,83,35.3,135.1167,82.45,0.0,0,1.39
208,fernley,76,US,broken clouds,28,39.608,-119.2518,91.04,0.0,0,7.61
209,nemuro,99,JP,overcast clouds,93,43.3236,145.575,65.28,0.0,0,8.28
210,naberera,12,TZ,few clouds,79,-4.2,36.9333,55.58,0.0,0,10.78
211,sabya,48,SA,scattered clouds,67,17.1495,42.6254,87.55,0.0,0,3.6
212,marystown,100,CA,overcast clouds,100,47.1666,-55.1483,64.85,0.0,0,1.01
213,faya,23,SA,few clouds,78,18.3851,42.4509,64.92,0.0,0,5.53
214,pangody,11,RU,few clouds,68,65.85,74.4859,46.74,0.0,0,8.93
215,boca do acre,70,BR,broken clouds,53,-8.7522,-67.3978,82.09,0.0,0,2.86
216,catamarca,41,AR,scattered clouds,50,-28.4696,-65.7852,52.59,0.0,0,2.53
217,terra santa,84,BR,broken clouds,44,-2.1042,-56.4869,84.63,0.0,0,3.51
218,south lake tahoe,1,US,clear sky,27,38.9332,-119.9844,86.07,0.0,0,9.22
219,clyde river,97,CA,overcast clouds,76,70.4692,-68.5914,45.09,0.0,0,4.36
220,pemangkat,99,ID,overcast clouds,88,1.1667,108.9667,78.82,0.0,0,7.92
221,reitz,0,ZA,clear sky,41,-27.8014,28.4273,38.82,0.0,0,5.01
222,arona,20,ES,few clouds,72,28.0996,-16.681,67.82,0.0,0,16.11
223,muzhi,5,RU,clear sky,91,65.3667,64.6667,38.28,0.0,0,4.09
224,high level,11,CA,few clouds,39,58.5169,-117.136,70.95,0.0,0,5.95
225,esso,85,RU,light rain,77,55.9333,158.7,63.52,0.18,0,4.72
226,kupang,20,ID,few clouds,78,-10.1667,123.5833,75.78,0.0,0,9.22
227,fortuna,1,US,clear sky,95,40.5982,-124.1573,84.18,0.0,0,0.0
228,paragominas,46,BR,scattered clouds,63,-2.9667,-47.4833,79.07,0.0,0,4.68
229,okhotsk,32,RU,scattered clouds,76,59.3833,143.3,65.16,0.0,0,3.74
230,rayachoti,94,IN,overcast clouds,68,14.05,78.75,77.27,0.0,0,13.87
231,cururupu,47,BR,scattered clouds,84,-1.8283,-44.8683,76.41,0.0,0,4.16
232,pierre,1,US,clear sky,16,44.3683,-100.351,108.52,0.0,0,16.11
233,cobija,80,BO,broken clouds,66,-11.0267,-68.7692,77.52,0.0,0,1.7
234,saint george,1,US,clear sky,26,37.1041,-113.5841,97.43,0.0,0,1.01
235,ancud,97,CL,overcast clouds,81,-41.8697,-73.8203,44.13,0.0,0,2.82
236,rincon,40,US,scattered clouds,77,32.296,-81.2354,89.78,0.0,0,6.91
237,nantucket,1,US,clear sky,71,41.2835,-70.0995,81.97,0.0,0,5.75
238,chunoyar,98,RU,overcast clouds,96,57.4467,97.3217,62.29,0.0,0,4.68
239,balabac,96,PH,overcast clouds,79,7.9868,117.0645,83.84,0.0,0,14.94
240,charlestown,63,AU,broken clouds,46,-32.95,151.6667,67.1,0.0,0,5.99
241,cabot,82,US,broken clouds,55,34.9745,-92.0165,96.78,0.0,0,7.9
242,gorom-gorom,100,BF,overcast clouds,58,14.4439,-0.2361,86.02,0.0,0,7.16
243,carballo,36,ES,scattered clouds,91,43.213,-8.691,64.09,0.0,0,4.7
244,cozumel,20,MX,few clouds,71,20.5083,-86.9458,87.94,0.0,0,7.0
245,djambala,45,CG,scattered clouds,37,-2.5447,14.7533,72.16,0.0,0,3.36
246,hofn,94,IS,overcast clouds,83,64.2539,-15.2082,54.12,0.0,0,5.39
247,polovinnoye,44,RU,scattered clouds,87,54.7914,65.9864,53.53,0.0,0,8.01
248,glace bay,58,CA,broken clouds,91,46.1969,-59.957,71.33,0.0,0,1.01
249,mahebourg,98,MU,moderate rain,86,-20.4081,57.7,69.26,1.11,0,16.2
250,dayong,17,CN,few clouds,85,25.0209,118.2898,82.94,0.0,0,1.1
251,campana,23,AR,few clouds,63,-34.1687,-58.9591,50.09,0.0,0,8.7
252,souillac,100,MU,light rain,87,-20.5167,57.5167,69.37,0.67,0,15.39
253,los llanos de aridane,90,ES,overcast clouds,93,28.6585,-17.9182,69.55,0.0,0,17.27
254,onega,20,RU,few clouds,76,63.9061,38.1404,48.96,0.0,0,5.37
255,zlobin,0,HR,clear sky,79,45.2924,14.6541,67.3,0.0,0,2.3
256,jesus carranza,65,MX,broken clouds,81,17.4333,-95.0333,83.79,0.0,0,7.65
257,maliig,100,PH,heavy intensity rain,82,13.8456,120.1503,82.81,4.21,0,24.85
258,altay,0,CN,clear sky,71,47.8667,88.1167,59.65,0.0,0,0.22
259,grindavik,0,IS,clear sky,93,63.8424,-22.4338,52.9,0.0,0,12.66
260,upernavik,100,GL,overcast clouds,74,72.7868,-56.1549,49.01,0.0,0,14.38
261,portland,75,US,broken clouds,39,45.5234,-122.6762,91.89,0.0,0,1.99
262,galle,100,LK,overcast clouds,87,6.0367,80.217,79.63,0.0,0,12.06
263,port elizabeth,26,ZA,scattered clouds,86,-33.918,25.5701,56.1,0.0,0,13.06
264,san cristobal,27,VE,scattered clouds,82,7.7669,-72.225,70.75,0.0,0,2.33
265,ornskoldsvik,27,SE,scattered clouds,59,63.2909,18.7153,65.35,0.0,0,3.44
266,san jose iturbide,46,MX,scattered clouds,41,21.0,-100.3833,77.59,0.0,0,15.75
267,cairns,40,AU,scattered clouds,81,-16.9167,145.7667,73.11,0.0,0,8.05
268,bonavista,100,CA,light rain,97,48.6499,-53.1147,60.57,0.38,0,13.42
269,chivay,39,PE,scattered clouds,47,-15.6383,-71.6011,45.72,0.0,0,10.4
270,lagoa,100,PT,overcast clouds,85,39.05,-27.9833,71.22,0.0,0,10.45
271,taywarah,32,AF,scattered clouds,37,33.35,64.4167,56.34,0.0,0,7.78
272,ulaangom,52,MN,broken clouds,86,49.9811,92.0667,60.35,0.0,0,4.76
273,bambous virieux,99,MU,moderate rain,86,-20.3428,57.7575,69.22,1.32,0,15.97
274,las animas,8,CL,clear sky,89,-39.8087,-73.2182,42.94,0.0,0,4.07
275,bourail,0,NC,clear sky,54,-21.5667,165.4833,69.85,0.0,0,4.97
276,saurimo,67,AO,broken clouds,35,-9.6608,20.3916,56.16,0.0,0,4.94
277,raudeberg,100,NO,overcast clouds,96,61.9875,5.1352,63.19,0.0,0,9.66
278,wawa,100,NG,light rain,95,9.9022,4.4192,71.83,0.61,0,3.87
279,olafsvik,100,IS,overcast clouds,86,64.8945,-23.7142,51.78,0.0,0,12.95
280,laguna,1,US,clear sky,22,38.421,-121.4238,103.64,0.0,0,1.01
281,coro,99,VE,overcast clouds,79,11.4045,-69.6734,81.46,0.0,0,17.11
282,libourne,61,FR,broken clouds,91,44.9167,-0.25,63.57,0.0,0,5.14
